,TrainRMSE,TestRMSE,Time,Epochs
Exp1,0.20425251412858436,0.07022391664253486,23.203622102737427,1000.0
Exp2,0.2049660445439173,0.07085881820134692,24.27633500099182,1000.0
Exp3,0.20506464632177704,0.07221161376315607,24.09253716468811,1000.0
Exp4,0.20402049138684566,0.07311350061344604,22.812649965286255,1000.0
Exp5,0.2049531356075096,0.06857080248738495,22.53313684463501,1000.0
Exp6,0.20501170190071039,0.07426556066351947,22.22642707824707,1000.0
Exp7,0.20377149263120287,0.06749575371501566,23.639710187911987,1000.0
Exp8,0.2056730223529174,0.07283232695532248,23.33731198310852,1000.0
Exp9,0.20436296469461374,0.07181841650863127,22.716098070144653,1000.0
Exp10,0.20418851611564376,0.07089281977951051,23.052236080169678,1000.0
Exp11,0.2035547404568276,0.074961760239943,24.249096155166626,1000.0
Exp12,0.2033806446232156,0.07469344458666774,23.339193105697632,1000.0
Exp13,0.20347391611730056,0.07696056532508025,23.754034280776978,1000.0
Exp14,0.2047040276760512,0.07257727671030097,22.98353099822998,1000.0
Exp15,0.20419791764312825,0.07150501099927979,22.361581087112427,1000.0
Exp16,0.20484962496164527,0.07398352301111519,23.5848970413208,1000.0
Exp17,0.20532818497660946,0.07167748268082332,23.45099973678589,1000.0
Exp18,0.20501074385275547,0.06799666014075616,24.002457857131958,1000.0
Exp19,0.20416486332152214,0.07354275172563922,25.327855825424194,1000.0
Exp20,0.20304398049870082,0.06585291676907412,24.495285987854004,1000.0
Exp21,0.20417802681819766,0.0762085374915833,23.168274879455566,1000.0
Exp22,0.20422282423728885,0.07895834840012354,22.36631989479065,1000.0
Exp23,0.20367656556582778,0.0735876258995658,22.739020824432373,1000.0
Exp24,0.2055895827217967,0.07143989001790821,22.34204411506653,1000.0
Exp25,0.20402509977576277,0.07374498225785579,22.692976713180542,1000.0
Exp26,0.2045062841611595,0.07419588072893274,22.392340898513794,1000.0
Exp27,0.20474310359357006,0.0736461677778884,23.547086000442505,1000.0
Exp28,0.2040930788478769,0.07651089132385441,22.372253894805908,1000.0
Exp29,0.20374332995983138,0.07766822084572511,22.044193744659424,1000.0
Exp30,0.20482778894614853,0.0733378486104639,22.276424884796143,1000.0
