,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.3061448695344365,0.3466217872382797,0.05499938420899394,0.053211493724164206,0.06291891377900792,0.06915575730058789,0.10014897031334692,0.13488015151822372,0.12080562589170975,0.1258577695247476,0.15233143968546442,0.1539072549937291
Exp2,0.27222177022519045,0.3043777020690797,0.04421332441709067,0.0316060621828637,0.07854300904188583,0.07314640994346137,0.08085592029781553,0.11337275983938223,0.10747528690940536,0.11302166601191187,0.12221923772293536,0.13971107279817643
Exp3,0.3422940189585793,0.3913517626776955,0.030385122267602257,0.05927081784450724,0.07420882557627392,0.0979954164413077,0.11981946320470355,0.14717191265004936,0.1474529365533132,0.13369329929596716,0.16691661588629728,0.1735400995198027
Exp4,0.3162770187838591,0.36035733290881883,0.034010055445680795,0.05986513904878096,0.07238031601355509,0.0905514540388499,0.11552171131406103,0.12570188431130158,0.12308956266581798,0.14149629472476297,0.1464060391016564,0.16101308336207004
Exp5,0.3405760221832444,0.39004673333981477,0.05708451632944645,0.07170402445198894,0.06300515004408977,0.09875024904897474,0.13338548965724234,0.11104195165380353,0.15107294024404724,0.1533091953148727,0.1506651744136619,0.17568819863954194
