,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.12789,0.10697,0.01147,0.02001,0.02388,0.02881,0.03088,0.03317,0.0364,0.04023,0.04517,0.04973
Exp2,0.10811,0.09202,0.00803,0.01487,0.01919,0.02376,0.02671,0.03089,0.03228,0.03592,0.03851,0.04203
Exp3,0.06456,0.06252,0.00617,0.00896,0.01151,0.01363,0.01474,0.01797,0.02173,0.02542,0.02902,0.03118
Exp4,0.04517,0.04816,0.00857,0.00825,0.00945,0.0096,0.01005,0.01153,0.01528,0.01892,0.02264,0.02565
Exp5,0.041,0.04568,0.00775,0.00693,0.0089,0.00894,0.00955,0.01117,0.01452,0.01794,0.02147,0.02469
Exp6,0.03653,0.04228,0.0049,0.00521,0.00702,0.00745,0.00841,0.01031,0.01365,0.01714,0.02044,0.0236
Exp7,0.03328,0.03949,0.00362,0.00427,0.00569,0.00599,0.00709,0.00943,0.01318,0.01673,0.01948,0.02207
Exp8,0.02866,0.0342,0.004,0.00513,0.00593,0.00568,0.00635,0.00827,0.01164,0.01501,0.01643,0.01792
Exp9,0.02431,0.02913,0.00348,0.00466,0.00564,0.00591,0.00673,0.00807,0.01005,0.01235,0.01331,0.01437
Exp10,0.02445,0.03105,0.00301,0.00407,0.00492,0.00545,0.0066,0.00851,0.01126,0.01384,0.01464,0.01535
Exp11,0.02946,0.03493,0.0039,0.00373,0.00539,0.00691,0.00857,0.01033,0.01335,0.0151,0.01609,0.01639
Exp12,0.03045,0.03689,0.0043,0.00406,0.00557,0.00709,0.00884,0.01098,0.01415,0.01601,0.01704,0.01729
Exp13,0.02305,0.02931,0.00527,0.00521,0.00566,0.00626,0.00729,0.00892,0.01031,0.01185,0.01265,0.0139
Exp14,0.01849,0.0255,0.00319,0.00391,0.00459,0.00561,0.00672,0.00815,0.00929,0.01016,0.011,0.01226
Exp15,0.02631,0.03092,0.00401,0.0038,0.00549,0.00692,0.00861,0.00972,0.01174,0.0122,0.0136,0.01439
Exp16,0.0157,0.02433,0.0028,0.00382,0.00457,0.00531,0.00619,0.00784,0.00891,0.00994,0.01029,0.01169
Exp17,0.0142,0.02429,0.00301,0.00396,0.00471,0.00525,0.00587,0.00768,0.00844,0.00978,0.01016,0.01233
Exp18,0.01299,0.02368,0.00265,0.00336,0.00417,0.00481,0.00562,0.00731,0.00831,0.00974,0.01006,0.01233
Exp19,0.01157,0.02354,0.00172,0.0024,0.00346,0.00439,0.00541,0.00706,0.00832,0.0099,0.01029,0.01273
Exp20,0.01121,0.02272,0.00192,0.00216,0.00324,0.00417,0.00531,0.00666,0.00788,0.00946,0.00999,0.01249
Exp21,0.01654,0.02475,0.0021,0.00235,0.00377,0.00501,0.00634,0.00745,0.00884,0.00991,0.01083,0.01319
Exp22,0.01098,0.02209,0.00159,0.0018,0.00275,0.00384,0.00498,0.0062,0.00741,0.00913,0.00999,0.01259
Exp23,0.01505,0.02651,0.00181,0.00202,0.00334,0.00493,0.00661,0.00777,0.0095,0.01109,0.0119,0.01419
Exp24,0.01336,0.02414,0.00229,0.00235,0.00376,0.00487,0.00644,0.00686,0.00811,0.00931,0.01081,0.01327
Exp25,0.0111,0.02539,0.00213,0.00263,0.00366,0.00499,0.00613,0.00728,0.00854,0.01031,0.0114,0.01397
Exp26,0.01096,0.02596,0.00262,0.00281,0.00364,0.00474,0.0058,0.0071,0.00867,0.01085,0.01203,0.01422
Exp27,0.00913,0.02287,0.00239,0.00238,0.00349,0.00463,0.00564,0.00633,0.00736,0.00907,0.01042,0.01269
Exp28,0.00843,0.02223,0.00172,0.00187,0.00309,0.0044,0.00536,0.0061,0.00705,0.00885,0.0101,0.01277
Exp29,0.00852,0.02012,0.00194,0.00167,0.00231,0.00345,0.00454,0.0053,0.0064,0.00834,0.00943,0.01154
Exp30,0.01282,0.02403,0.00191,0.00181,0.00292,0.00454,0.00596,0.00719,0.00838,0.01014,0.01085,0.01279
