,Mean,Standard Deviation,Min,Max
TrainRMSE,0.5537795662944837,0.006604113432111524,0.5395270749099159,0.5668224083265031
TestRMSE,0.5448063211405831,0.007530837965903517,0.5288228234276016,0.5596881866372724
