,TrainRMSE,TestRMSE
Exp1,0.12050351150476483,0.3026798798179083
Exp2,0.11961019192538655,0.3023602710203359
Exp3,0.11873311545141642,0.30177126133377324
Exp4,0.11843001265316351,0.3000224757224716
Exp5,0.11904129884448814,0.30047566588198854
Exp6,0.11799881643864947,0.30045568891561814
Exp7,0.11904404190893608,0.300441873913465
Exp8,0.11866539570044118,0.29927247905174925
Exp9,0.12021981954319053,0.30213698460986327
Exp10,0.11785847795656874,0.2998704041958748
Exp11,0.11879803440966877,0.3007369849881312
Exp12,0.11827044551976919,0.3016676669772541
Exp13,0.1192427476153057,0.2979081324951096
Exp14,0.11952681668646373,0.30206574888461113
Exp15,0.11857050885153866,0.2992314469560833
Exp16,0.11587030004885726,0.3001001811388369
Exp17,0.11798453159879735,0.29836774498427665
Exp18,0.1194839583816824,0.3013407558338657
Exp19,0.11934663444109156,0.30117350944905485
Exp20,0.11807635539689082,0.30017024948869625
Exp21,0.11899959069101741,0.2977924498987545
Exp22,0.11967219898568664,0.3013230939438644
Exp23,0.11808994622928919,0.29902495297910275
Exp24,0.11865048734696693,0.3009931887162265
Exp25,0.11822283778500953,0.3014811025264724
Exp26,0.11663087979237094,0.29905670858388755
Exp27,0.11873446026612937,0.3000178806976848
Exp28,0.11940947541495417,0.30166537120004266
Exp29,0.11775413081882224,0.3002530760742571
Exp30,0.11819241730287398,0.30062802255332804
