,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.51744,0.50936,0.06099,0.14741,0.15636,0.16161,0.17216,0.17315,0.1757,0.17732,0.1752,0.17554
Exp2,0.52581,0.51687,0.09378,0.15266,0.15691,0.16396,0.17178,0.17256,0.17806,0.1768,0.17542,0.17473
Exp3,0.52339,0.51512,0.08226,0.15052,0.15838,0.16548,0.17152,0.17261,0.17614,0.17685,0.17524,0.17675
Exp4,0.51773,0.50913,0.06397,0.148,0.1571,0.16185,0.17144,0.17212,0.17574,0.17638,0.1756,0.17463
Exp5,0.5372,0.52848,0.12744,0.15845,0.15861,0.16998,0.17155,0.17439,0.17735,0.1768,0.17526,0.17501
Exp6,0.52992,0.52113,0.10639,0.15404,0.15685,0.16657,0.1723,0.17424,0.17678,0.1767,0.17567,0.17548
Exp7,0.52687,0.51766,0.09357,0.15526,0.15784,0.16662,0.17129,0.17244,0.17629,0.17674,0.17494,0.17448
Exp8,0.51649,0.50796,0.05874,0.14666,0.15741,0.16128,0.1717,0.17196,0.17555,0.17674,0.17531,0.17445
Exp9,0.53413,0.52578,0.12121,0.15919,0.15883,0.16846,0.17122,0.17327,0.17662,0.17661,0.17492,0.1746
Exp10,0.5424,0.53417,0.14652,0.15913,0.15936,0.17058,0.17218,0.17441,0.17763,0.17671,0.17508,0.17479
Exp11,0.5191,0.51155,0.067,0.15046,0.15802,0.16277,0.1718,0.17261,0.17628,0.17716,0.17551,0.17469
Exp12,0.52853,0.51895,0.10583,0.15213,0.15758,0.16487,0.17143,0.17277,0.17698,0.17667,0.17504,0.17476
Exp13,0.526,0.51722,0.09717,0.15218,0.15726,0.16457,0.17151,0.17206,0.17655,0.17741,0.17551,0.17503
Exp14,0.51497,0.50614,0.05462,0.14478,0.15725,0.16043,0.17116,0.17191,0.17517,0.17668,0.17484,0.17448
Exp15,0.53855,0.53015,0.13741,0.15652,0.15902,0.16894,0.17198,0.17427,0.17705,0.17674,0.17491,0.17529
Exp16,0.5207,0.51221,0.07693,0.14857,0.15738,0.16265,0.17179,0.17258,0.17676,0.17656,0.17509,0.1754
Exp17,0.53708,0.5283,0.12993,0.1586,0.15836,0.1685,0.17184,0.17415,0.17688,0.17683,0.17493,0.17487
Exp18,0.52356,0.51563,0.07926,0.15551,0.15845,0.16443,0.17265,0.17287,0.17637,0.1764,0.17532,0.17496
Exp19,0.51797,0.5096,0.06511,0.14763,0.15709,0.16182,0.17179,0.17256,0.17576,0.17692,0.17542,0.17478
Exp20,0.51764,0.50926,0.06105,0.14652,0.15778,0.16245,0.17242,0.17286,0.17544,0.17652,0.17503,0.17516
Exp21,0.51691,0.50785,0.06414,0.14649,0.15639,0.16058,0.17109,0.17179,0.1754,0.17692,0.17489,0.17511
Exp22,0.52633,0.5174,0.09591,0.15268,0.1574,0.16456,0.17219,0.17362,0.17642,0.17709,0.1754,0.17404
Exp23,0.51768,0.5096,0.06261,0.14882,0.1575,0.16101,0.1715,0.17215,0.17555,0.17729,0.17516,0.17583
Exp24,0.52809,0.51992,0.10503,0.1527,0.15939,0.16492,0.17244,0.17296,0.17687,0.17664,0.17495,0.17499
Exp25,0.52414,0.51565,0.08905,0.1492,0.15764,0.16349,0.17202,0.17464,0.17588,0.17673,0.17575,0.17601
Exp26,0.51531,0.50692,0.05535,0.14532,0.15653,0.15972,0.17134,0.17224,0.176,0.17711,0.17514,0.17531
Exp27,0.53328,0.52485,0.11762,0.15645,0.1584,0.16835,0.17172,0.1738,0.17664,0.17692,0.17499,0.17581
Exp28,0.51867,0.51,0.06883,0.14649,0.15743,0.16248,0.17143,0.17333,0.17539,0.17702,0.17513,0.17468
Exp29,0.52602,0.51741,0.09322,0.1531,0.15759,0.16419,0.17234,0.17396,0.17745,0.17667,0.175,0.17467
Exp30,0.52002,0.51142,0.07442,0.14833,0.15721,0.16221,0.17167,0.17253,0.1762,0.17691,0.17512,0.17533
