,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.19325,0.09232,0.01686,0.01897,0.02087,0.02478,0.02912,0.03127,0.03166,0.03464,0.03698,0.03785
Exp2,0.19114,0.09332,0.01669,0.01989,0.02295,0.02473,0.02759,0.03076,0.03249,0.03556,0.03681,0.03892
Exp3,0.18582,0.09084,0.01671,0.02025,0.02398,0.02478,0.02746,0.02941,0.03086,0.03418,0.03521,0.03734
Exp4,0.20363,0.0981,0.01917,0.02244,0.02392,0.02694,0.03087,0.03275,0.03312,0.03569,0.03822,0.03997
Exp5,0.19131,0.09193,0.01733,0.01846,0.02189,0.02592,0.02875,0.03009,0.03175,0.03372,0.03646,0.03811
Exp6,0.18973,0.09218,0.01821,0.0187,0.0228,0.02456,0.02715,0.02945,0.0345,0.03393,0.0372,0.03693
Exp7,0.19471,0.0949,0.01867,0.01994,0.0227,0.02647,0.0282,0.0322,0.03278,0.03493,0.03806,0.03833
Exp8,0.19087,0.09412,0.01764,0.0197,0.02295,0.02596,0.02824,0.03109,0.03276,0.0354,0.03713,0.03859
Exp9,0.18959,0.0919,0.01766,0.01946,0.02221,0.02464,0.02697,0.02908,0.03253,0.03355,0.03768,0.03843
Exp10,0.18654,0.09157,0.01568,0.02051,0.02268,0.02491,0.02829,0.0294,0.03236,0.0341,0.03613,0.03745
Exp11,0.19394,0.09474,0.01773,0.02089,0.02352,0.02629,0.02914,0.03202,0.03227,0.03391,0.03769,0.03865
Exp12,0.19809,0.09638,0.01876,0.02166,0.02314,0.02735,0.03079,0.03012,0.03295,0.03778,0.03647,0.03856
Exp13,0.19242,0.09312,0.01648,0.02072,0.02313,0.02586,0.02828,0.02961,0.03301,0.03419,0.03648,0.03874
Exp14,0.19106,0.09065,0.01597,0.01913,0.02234,0.02578,0.02697,0.03018,0.03151,0.03389,0.0354,0.03741
Exp15,0.19794,0.09677,0.01718,0.02139,0.02286,0.02675,0.0295,0.0324,0.03401,0.03563,0.03816,0.03964
Exp16,0.19463,0.09524,0.01613,0.02123,0.02354,0.02619,0.02964,0.02958,0.03302,0.03471,0.03848,0.03988
Exp17,0.19014,0.09325,0.01683,0.01975,0.02252,0.02524,0.02824,0.02977,0.0319,0.03493,0.03772,0.03917
Exp18,0.19035,0.09372,0.01641,0.01965,0.0235,0.02458,0.02807,0.03043,0.03317,0.03568,0.03756,0.03837
Exp19,0.18579,0.09007,0.01436,0.01916,0.02106,0.02471,0.02804,0.02829,0.03181,0.03366,0.03664,0.03758
Exp20,0.18407,0.08757,0.01648,0.01903,0.02137,0.02346,0.02579,0.02918,0.03079,0.03314,0.03433,0.03586
Exp21,0.18636,0.09188,0.01702,0.02064,0.02246,0.0257,0.02673,0.02956,0.03193,0.03382,0.0369,0.03806
Exp22,0.19975,0.09654,0.01923,0.0206,0.0245,0.02667,0.0295,0.03111,0.03412,0.03574,0.03749,0.03911
Exp23,0.19622,0.09438,0.01724,0.02016,0.02285,0.02589,0.02787,0.03121,0.03358,0.03529,0.0375,0.0385
Exp24,0.20483,0.09846,0.01862,0.02122,0.02443,0.02825,0.03027,0.03104,0.03574,0.03684,0.03796,0.03934
Exp25,0.19749,0.09575,0.01845,0.02061,0.02377,0.02703,0.02922,0.03088,0.03269,0.03524,0.03805,0.03927
Exp26,0.1918,0.09285,0.01696,0.02004,0.02202,0.02593,0.02808,0.02938,0.03262,0.03417,0.03656,0.03943
Exp27,0.19574,0.09518,0.01885,0.02062,0.02276,0.02631,0.02829,0.03148,0.03296,0.03599,0.03721,0.03886
Exp28,0.20021,0.09571,0.01816,0.02037,0.02315,0.02669,0.03005,0.031,0.03389,0.03584,0.03694,0.03882
Exp29,0.19203,0.09379,0.017,0.02067,0.02348,0.02558,0.0279,0.02967,0.0322,0.03478,0.03837,0.03871
Exp30,0.18952,0.09218,0.01672,0.02005,0.02159,0.02513,0.02728,0.02996,0.03275,0.03458,0.03753,0.0374
