,Mean,Standard Deviation,Min,Max
TrainRMSE,0.259831832682038,0.14850540416222113,0.1944074625527041,0.8111169450394575
TestRMSE,0.19307598115096208,0.1368924366652347,0.14350274465972238,0.7039201035754128
