,TrainRMSE,TestRMSE
Exp1,0.05466322480699384,0.15471541221425827
Exp2,0.05249379188669368,0.1523933039914293
Exp3,0.057702607892973365,0.14561521387725387
Exp4,0.05484964904401784,0.15475070008818473
Exp5,0.05420481843957485,0.15216135975306522
Exp6,0.05512689037028598,0.15174382572098863
Exp7,0.053902813538189674,0.15533030667917602
Exp8,0.05475670371049853,0.1553448757908496
Exp9,0.05553685500844826,0.1520335525635425
Exp10,0.054121459532562095,0.15043054072408693
Exp11,0.053313223602491334,0.15361682529853954
Exp12,0.053659535127967846,0.1569395183943472
Exp13,0.05393739091797419,0.15548368047636746
Exp14,0.05484252896744914,0.1525830538692926
Exp15,0.05411116869282607,0.15384121666182063
Exp16,0.054263100283255254,0.15341460726587486
Exp17,0.0539199933531727,0.1544984806167384
Exp18,0.055091035611890486,0.15561826536896328
Exp19,0.054411570644951154,0.15305880243312409
Exp20,0.05558520306364562,0.150030569762505
Exp21,0.05334541092608414,0.15239955452996995
Exp22,0.05498283086743179,0.15062449515137807
Exp23,0.05451805073850195,0.15051010804816864
Exp24,0.054886956225458784,0.15394082536940162
Exp25,0.05466583500320884,0.15162179503552223
Exp26,0.05493790622559105,0.1560612052297108
Exp27,0.053320232074281555,0.1507033493083229
Exp28,0.054124888773302085,0.15777886006542424
Exp29,0.05424976281499501,0.15057078923641135
Exp30,0.05477315447561507,0.1526605927898248
