,Mean,Standard Deviation,Min,Max
TrainRMSE,0.20187616058591817,0.02061480967959528,0.16833422155122654,0.2297729070977659
TestRMSE,0.15018117488085636,0.009869377758791516,0.13590314498429917,0.16818971198278354
