,TrainRMSE,TestRMSE
Exp1,0.19199685822491852,0.193259544308203
Exp2,0.19186480102840955,0.19307635661683897
Exp3,0.1757035892398278,0.1767337147582756
Exp4,0.19871587079465847,0.19997143728901362
Exp5,0.12745923168576706,0.128316380765986
Exp6,0.18268329893668084,0.18377547746912704
Exp7,0.1928463408157039,0.19410604234219486
Exp8,0.19488412769286761,0.19610102606129398
Exp9,0.18463576725982975,0.18575205527741465
Exp10,0.17226367296209552,0.17322132733361678
Exp11,0.14532106797177807,0.14608662713760404
Exp12,0.16969253314158345,0.17074546311293523
Exp13,0.16171350476890559,0.1628374483905376
Exp14,0.130422505708385,0.1311046142555023
Exp15,0.195398274305811,0.19662484690205934
Exp16,0.17090366923657505,0.1718385777389702
Exp17,0.17612943097802924,0.17750813261874276
Exp18,0.2101933205227006,0.2116230578424504
Exp19,0.17788760390663808,0.1790518494136566
Exp20,0.15233820891397473,0.1531497266139977
Exp21,0.18817720033123014,0.18936464023337093
Exp22,0.1313657612456741,0.132019555570088
Exp23,0.18858343937042749,0.18971341475328043
Exp24,0.19692253474149554,0.19817862991197865
Exp25,0.19454106164831753,0.19571894059902806
Exp26,0.17292201400225443,0.1739241928895087
Exp27,0.11137858538659613,0.11118814678210646
Exp28,0.18724756668710163,0.1888944181026935
Exp29,0.17634309056896064,0.17820196047886105
Exp30,0.16532202359221182,0.16626684096895528
