,TrainRMSE,TestRMSE
Exp1,0.18490098420975715,0.18595587751345155
Exp2,0.22808312479775847,0.22980960458758326
Exp3,0.20475565442304797,0.2060897795028018
Exp4,0.16362767658054989,0.16447898925353688
Exp5,0.310253999353182,0.31344878969533885
Exp6,0.16826597001603144,0.16917258027649212
Exp7,0.21145823432679645,0.2131021471719198
Exp8,0.2104528868126828,0.2118956300144373
Exp9,0.2099987169032877,0.21156296299408858
Exp10,0.22484208235662084,0.22655201122787627
Exp11,0.3102540016503733,0.3134476890274518
Exp12,0.1958600263770721,0.1970849878406095
Exp13,0.23806984170921927,0.24016888225271976
Exp14,0.21470074185295004,0.21615912559411032
Exp15,0.216545252253031,0.21817880302776238
Exp16,0.2114192066697593,0.21294824585026642
Exp17,0.17073503152327016,0.17219535725630117
Exp18,0.18794128008897873,0.18914684882019095
Exp19,0.1560856870282782,0.15695223116185544
Exp20,0.17697312708568558,0.17793538223925023
Exp21,0.22250478437729818,0.22413387264596382
Exp22,0.2337916326626065,0.2356040843822441
Exp23,0.19092672396996976,0.19209703821301374
Exp24,0.17061909366897343,0.17160977843806802
Exp25,0.19056579266944146,0.19170836923915446
Exp26,0.19463007584874872,0.19611376066690975
Exp27,0.1580957497516971,0.15896941284595006
Exp28,0.1973243054642659,0.1987343262938274
Exp29,0.24246476819226162,0.24450302282834255
Exp30,0.19603794913768358,0.19759987977588034
