,Mean,Standard Deviation,Min,Max
TrainRMSE,0.031899859900084426,0.00045018706655744934,0.031058340946054138,0.03279616733058109
TestRMSE,0.0672054602855042,0.0007860648190468384,0.06618312498214099,0.06931455485369553
