,Mean,Standard Deviation,Min,Max
TrainRMSE,0.17386189852231362,0.02374873897139073,0.11137858538659613,0.2101933205227006
TestRMSE,0.17494514821794305,0.024020323981983754,0.11118814678210646,0.2116230578424504
