,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.48204,0.47192,0.04164,0.05751,0.13696,0.15792,0.15737,0.1696,0.17085,0.17392,0.1746,0.17469
Exp2,0.47086,0.45996,0.02902,0.06065,0.12177,0.14884,0.15656,0.16311,0.16822,0.17291,0.17446,0.17409
Exp3,0.45376,0.44829,0.02734,0.06292,0.0918,0.13592,0.15334,0.16361,0.16869,0.17265,0.17427,0.17448
Exp4,0.43915,0.43909,0.02814,0.05495,0.08394,0.1193,0.14847,0.16401,0.1667,0.17412,0.17387,0.17443
Exp5,0.4268,0.42914,0.02459,0.05496,0.07545,0.10758,0.14313,0.15902,0.16524,0.17334,0.17391,0.17293
Exp6,0.4172,0.42047,0.02385,0.04615,0.06777,0.10243,0.13866,0.15487,0.16378,0.1727,0.17243,0.17153
Exp7,0.41174,0.41559,0.02341,0.04496,0.06429,0.09679,0.13691,0.15217,0.16288,0.17122,0.17175,0.17147
Exp8,0.40977,0.41423,0.02449,0.04554,0.06246,0.0954,0.13587,0.15184,0.16172,0.17113,0.17156,0.17182
Exp9,0.40788,0.41347,0.02619,0.04668,0.06233,0.09451,0.13438,0.15115,0.16134,0.17071,0.17196,0.17211
Exp10,0.40444,0.41147,0.02496,0.04642,0.06102,0.09091,0.13257,0.15077,0.16075,0.1707,0.17194,0.17231
Exp11,0.40251,0.41035,0.02569,0.04646,0.05958,0.09078,0.13158,0.1506,0.15944,0.17041,0.17193,0.1725
Exp12,0.3999,0.40889,0.02419,0.04633,0.05754,0.08873,0.13008,0.15034,0.15905,0.17032,0.17215,0.17266
Exp13,0.39842,0.40836,0.02451,0.04565,0.05563,0.08893,0.12956,0.1507,0.1583,0.16997,0.17246,0.17286
Exp14,0.39665,0.40741,0.02439,0.04528,0.05362,0.08774,0.12873,0.15083,0.15786,0.16957,0.17282,0.17294
Exp15,0.39659,0.40777,0.02565,0.04473,0.05346,0.09116,0.12815,0.15105,0.15722,0.16914,0.17304,0.17304
Exp16,0.39434,0.4069,0.0247,0.04394,0.0534,0.08977,0.12707,0.15125,0.15685,0.16867,0.17321,0.17332
Exp17,0.39196,0.40528,0.02249,0.04357,0.05162,0.08734,0.12462,0.15233,0.15613,0.16859,0.17322,0.17325
Exp18,0.39031,0.40454,0.02221,0.04335,0.05039,0.08627,0.12363,0.1531,0.15566,0.16801,0.17336,0.17339
Exp19,0.38862,0.40378,0.0219,0.04295,0.0488,0.08322,0.12287,0.15354,0.1551,0.16805,0.17407,0.1736
Exp20,0.38608,0.40216,0.02207,0.0427,0.04699,0.07917,0.12252,0.15281,0.15488,0.16744,0.17459,0.17344
Exp21,0.38429,0.40159,0.02207,0.04355,0.04779,0.07621,0.12078,0.15248,0.155,0.16767,0.17497,0.17379
Exp22,0.38236,0.40134,0.0214,0.04137,0.04598,0.0754,0.11912,0.15304,0.15546,0.16812,0.1755,0.17394
Exp23,0.38071,0.40063,0.02221,0.04065,0.0476,0.07507,0.11824,0.1518,0.15531,0.16832,0.17521,0.17401
Exp24,0.37949,0.40019,0.02156,0.03871,0.04577,0.07491,0.11714,0.15206,0.15524,0.16875,0.17542,0.17403
Exp25,0.37752,0.39879,0.0219,0.03932,0.04854,0.07298,0.11466,0.15086,0.15606,0.16805,0.175,0.17379
Exp26,0.37617,0.39863,0.02178,0.03744,0.04909,0.07233,0.11317,0.15156,0.15643,0.16815,0.17485,0.17405
Exp27,0.37752,0.40065,0.02065,0.03715,0.04658,0.07685,0.11521,0.15301,0.15685,0.16832,0.17535,0.17398
Exp28,0.37414,0.39829,0.02056,0.03463,0.04567,0.07646,0.11233,0.15279,0.15615,0.1673,0.17513,0.17341
Exp29,0.37196,0.39678,0.01988,0.03277,0.04603,0.07617,0.11195,0.1504,0.15587,0.16712,0.17488,0.17345
Exp30,0.37014,0.39542,0.01963,0.03216,0.04664,0.07465,0.11157,0.14902,0.15558,0.16694,0.17461,0.17312
