,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.26634,0.26877,0.03518,0.06038,0.08702,0.09514,0.07493,0.106,0.09415,0.09332,0.08737,0.09313
Exp2,0.24079,0.24276,0.03538,0.0658,0.05962,0.06322,0.07735,0.09545,0.08112,0.09366,0.08784,0.08737
Exp3,0.216,0.21774,0.02488,0.05351,0.05059,0.06217,0.07132,0.0769,0.08167,0.07805,0.07805,0.08747
Exp4,0.26271,0.26517,0.08332,0.05271,0.06521,0.06051,0.0834,0.09385,0.08449,0.10357,0.08959,0.10501
Exp5,0.24673,0.24891,0.03634,0.04302,0.05231,0.07767,0.08396,0.09409,0.08238,0.09702,0.10155,0.08719
Exp6,0.26452,0.26681,0.0458,0.07072,0.06668,0.06229,0.07908,0.1029,0.09698,0.08735,0.10263,0.10655
Exp7,0.27105,0.27337,0.05582,0.07414,0.06311,0.06907,0.07799,0.09056,0.10914,0.09827,0.09072,0.11525
Exp8,0.26053,0.26272,0.04836,0.05128,0.07465,0.07177,0.0822,0.08501,0.09798,0.08941,0.09512,0.11272
Exp9,0.26361,0.26586,0.0837,0.04778,0.06571,0.07631,0.07833,0.0877,0.09157,0.09457,0.09737,0.10301
Exp10,0.30053,0.30353,0.08607,0.0834,0.10379,0.10423,0.08766,0.09108,0.10144,0.09968,0.10032,0.09928
Exp11,0.24456,0.24661,0.03359,0.05121,0.05461,0.07279,0.0663,0.08739,0.08844,0.09663,0.10028,0.09765
Exp12,0.2631,0.26542,0.0522,0.06048,0.06413,0.08584,0.08336,0.09525,0.08773,0.0955,0.10238,0.09625
Exp13,0.25609,0.25845,0.042,0.08048,0.05681,0.09034,0.07055,0.08837,0.08008,0.08749,0.10354,0.09794
Exp14,0.26675,0.26929,0.07382,0.08178,0.08349,0.05587,0.07083,0.0826,0.10073,0.10301,0.09399,0.09409
Exp15,0.2595,0.26194,0.05074,0.05304,0.07191,0.07399,0.0837,0.08251,0.0931,0.09712,0.10421,0.099
Exp16,0.253,0.25512,0.05271,0.07355,0.05185,0.07581,0.07096,0.07009,0.08197,0.09672,0.10682,0.10502
Exp17,0.2694,0.27188,0.05695,0.05623,0.07811,0.09189,0.08896,0.08691,0.09435,0.0955,0.10937,0.0867
Exp18,0.2547,0.25704,0.01619,0.06657,0.07814,0.0778,0.08192,0.07614,0.09619,0.08881,0.09456,0.10311
Exp19,0.26504,0.26741,0.05001,0.07264,0.07845,0.07998,0.09588,0.0922,0.08903,0.09638,0.08787,0.09248
Exp20,0.27363,0.27613,0.04874,0.08926,0.0737,0.10813,0.08049,0.08577,0.08553,0.09062,0.09585,0.10115
Exp21,0.25955,0.26177,0.05318,0.0374,0.06447,0.07046,0.08151,0.07047,0.10004,0.09643,0.11266,0.10754
Exp22,0.26231,0.26463,0.04039,0.06141,0.07368,0.0865,0.07616,0.08103,0.10414,0.1024,0.09013,0.09947
Exp23,0.26465,0.26694,0.05244,0.0508,0.07597,0.06753,0.07284,0.09641,0.0888,0.10185,0.11401,0.09868
Exp24,0.2566,0.25895,0.04773,0.09884,0.08916,0.0673,0.08125,0.07562,0.07889,0.08322,0.08688,0.09754
Exp25,0.2635,0.26577,0.06565,0.05539,0.07483,0.06715,0.07747,0.08857,0.0985,0.09256,0.09808,0.10683
Exp26,0.25619,0.25849,0.03362,0.05246,0.08024,0.06781,0.07122,0.0932,0.09685,0.08772,0.09933,0.10583
Exp27,0.2464,0.2484,0.04033,0.04978,0.05845,0.08111,0.08811,0.08632,0.08923,0.08495,0.08999,0.09545
Exp28,0.22515,0.2269,0.02164,0.04502,0.05308,0.05494,0.06724,0.08229,0.07317,0.09834,0.08905,0.09436
Exp29,0.24224,0.24415,0.03514,0.05967,0.04939,0.0475,0.068,0.1023,0.10185,0.091,0.0803,0.09964
Exp30,0.2529,0.25503,0.0536,0.06358,0.05939,0.06974,0.08226,0.09184,0.08714,0.08918,0.09976,0.09505
