,TrainRMSE,TestRMSE
Exp1,0.24876572807138733,0.2703077839405481
Exp2,0.24877993686233166,0.2704868862109677
Exp3,0.24503684766833408,0.26869509015427395
Exp4,0.24245067135452408,0.2665148382526349
Exp5,0.17387411345202033,0.1645940155147636
Exp6,0.18573496491777142,0.18226411483384172
Exp7,0.24961043064634655,0.2703878066347965
Exp8,0.12918579311992134,0.11941848169814565
Exp9,0.1952927108138984,0.19619401565633757
Exp10,0.22490900796977062,0.24378264437120156
Exp11,0.18688468109959294,0.188202309823332
Exp12,0.1902593346093344,0.188257420963825
Exp13,0.24476832065734802,0.2662418582831877
Exp14,0.1891698086918879,0.18875372197077586
Exp15,0.24870808558171034,0.26967058188950177
Exp16,0.16990421322613622,0.17170835111434707
Exp17,0.19899521918323204,0.2035480529446561
Exp18,0.1866737657828016,0.1996768926844273
Exp19,0.14014338412060973,0.1291254776326629
Exp20,0.16255433824284155,0.15621370537617743
Exp21,0.24132550901538058,0.2644355399564221
Exp22,0.15296951814820897,0.1455917471236418
Exp23,0.2442514671683375,0.2683388190813713
Exp24,0.16017218323220944,0.15270599134535373
Exp25,0.16952729415466025,0.1580453713401599
Exp26,0.16974655807827077,0.1603252793669307
Exp27,0.221340326844661,0.23500204865907012
Exp28,0.13719652245690084,0.13134750088567443
Exp29,0.249211078480264,0.27087781623523577
Exp30,0.17937330721175151,0.1717397555435581
