,Mean,Standard Deviation,Min,Max
TrainRMSE,0.02739022257904513,0.0005273940142884805,0.026482437585215242,0.028797099468479595
TestRMSE,0.07775437031026479,0.0016970628784556646,0.07330617736540636,0.08232770416371941
