,TrainRMSE,TestRMSE
Exp1,0.028247364546531702,0.0787978723243607
Exp2,0.026962495516136744,0.07764466136932122
Exp3,0.02717646210366116,0.07880299221916452
Exp4,0.027475151867836032,0.07571763099505839
Exp5,0.02764625651239597,0.07899593614040325
Exp6,0.02690007214552531,0.07736519165500254
Exp7,0.027019434911327526,0.07764236711668894
Exp8,0.028609382248370764,0.07741077233677582
Exp9,0.027710957877989446,0.07777931246413461
Exp10,0.027281459781519968,0.07828060238981598
Exp11,0.026955225465495315,0.07813680866846351
Exp12,0.02751769768136711,0.07930290668248681
Exp13,0.02777702647330725,0.07725054565576818
Exp14,0.027216346454925204,0.07832337450416366
Exp15,0.02720729453352075,0.07687917453705564
Exp16,0.02733487234080942,0.0790742230287691
Exp17,0.027679308549644743,0.07863875494841742
Exp18,0.028039139683107162,0.07694125372440144
Exp19,0.02740318494227021,0.07735350691387642
Exp20,0.027329438420014847,0.0768203923655139
Exp21,0.027253501614680514,0.0802524871596275
Exp22,0.027734438282046487,0.07801170977374591
Exp23,0.027896648231846306,0.07993137320108129
Exp24,0.027121688041030406,0.07768112111102728
Exp25,0.02810862513300245,0.07954972999790114
Exp26,0.028144262702113395,0.07695248638085206
Exp27,0.028071236376239022,0.07812887514965305
Exp28,0.02737554585835313,0.07875246630977106
Exp29,0.02726247378872312,0.07917016547449011
Exp30,0.027409795898105983,0.07922860085558968
