,TrainRMSE,TestRMSE
Exp1,0.14327253686432595,0.1284226229439782
Exp2,0.12641771907701096,0.1271525923635673
Exp3,0.13930007556818005,0.12314775697042547
Exp4,0.2614546501522486,0.28599162807448364
Exp5,0.11426699735248882,0.09827524738585053
Exp6,0.15407016983582933,0.13794568479613503
Exp7,0.14419979655675552,0.14428854840453387
Exp8,0.16559493457210392,0.15292891316407284
Exp9,0.15211106909983965,0.13743307521528786
Exp10,0.1653210423817099,0.15218096318396945
Exp11,0.1655610346512021,0.15293620424590726
Exp12,0.11917037817861191,0.10290000982488232
Exp13,0.19355600132550277,0.2001792470964367
Exp14,0.16699351421281045,0.15449356912001297
Exp15,0.08003323905172809,0.07404386342971506
Exp16,0.11448826897019868,0.09805554064799589
Exp17,0.1412624320497343,0.12687545649331836
Exp18,0.1657914230243672,0.15311295125933574
Exp19,0.1214972145993251,0.10452556218294648
Exp20,0.25341368339628767,0.27475075754731465
Exp21,0.16716797224539182,0.154324851833505
Exp22,0.11419545606497473,0.09803439039786324
Exp23,0.16682519513267,0.15417474974773618
Exp24,0.14343393545795588,0.14442331474294084
Exp25,0.07874856849426372,0.07106493570079518
Exp26,0.16800555582725382,0.15814959996001335
Exp27,0.16565476924426575,0.15284646665361576
Exp28,0.13468252816862172,0.14041734132333805
Exp29,0.1543503088031565,0.15530441537657852
Exp30,0.1428277454670438,0.13347065698792693
