,Mean,Standard Deviation,Min,Max
TrainRMSE,0.15660267375087347,0.0033236990159557166,0.15237860840661957,0.16420383388136017
TestRMSE,0.08381430646670789,0.002435176094459785,0.07937172723128856,0.08924006748140106
