,TrainRMSE,TestRMSE
Exp1,0.1636482128437697,0.08706646267227454
Exp2,0.15577232269262017,0.08321828968749909
Exp3,0.1638078510089155,0.08808637260933389
Exp4,0.1573854800742552,0.08397651532670285
Exp5,0.15620118325144586,0.08296966916697388
Exp6,0.15858012269630695,0.08400114394907258
Exp7,0.1585917607571163,0.08333192708324991
Exp8,0.15800036116056812,0.08414937892331466
Exp9,0.16030584915052942,0.08608841398671394
Exp10,0.15531211920961074,0.08262683366633765
Exp11,0.15658178075398294,0.08372950284672387
Exp12,0.5988018581926977,0.7007179279619896
Exp13,0.1599500274551159,0.08534505463319007
Exp14,0.158375455918602,0.08406288834075783
Exp15,0.1589079258543763,0.08478053154355356
Exp16,0.15720878950317696,0.08379348171653303
Exp17,0.15736180117672827,0.08377748165987126
Exp18,0.16545392938445985,0.08812328256402473
Exp19,0.16630886524117036,0.08879659286342563
Exp20,0.15656084774851317,0.08336136839027525
Exp21,0.1549625943846402,0.08236309114683647
Exp22,0.16142538199418174,0.0863690925733216
Exp23,0.16312368941907557,0.08701204907074818
Exp24,0.16258135362997903,0.0866292363489161
Exp25,0.16362403853713903,0.08742572197358164
Exp26,0.16975775509521207,0.09070612340180796
Exp27,0.15756765080878765,0.08352847392226974
Exp28,0.16069280574439698,0.08532721177851459
Exp29,0.16424357631364633,0.08772112441449267
Exp30,0.1602439214227115,0.0856638798324551
