,TrainRMSE,TestRMSE
Exp1,0.05135239875139317,0.10155930573501015
Exp2,0.05247523100276238,0.10043845326665868
Exp3,0.05269657089144238,0.10024389886648681
Exp4,0.05377032629409581,0.10147475949380341
Exp5,0.052135638522438854,0.10068679305747726
Exp6,0.05217748092685846,0.10222564560602634
Exp7,0.0514367975260713,0.10059318089531251
Exp8,0.052944252280534336,0.10055403457626202
Exp9,0.05204470591394295,0.10023260646275696
Exp10,0.052059451327253085,0.1000518450049761
Exp11,0.05108389896194282,0.10126956692992942
Exp12,0.05229012505464546,0.10144986985028978
Exp13,0.05125862565065123,0.10031924559466507
Exp14,0.05221762572844772,0.10121671178675322
Exp15,0.05184439682772377,0.1018517608921757
Exp16,0.05303500613380082,0.1027494362274073
Exp17,0.05245219784903059,0.10056071255725778
Exp18,0.052402645523114466,0.10380838502876796
Exp19,0.051571990079238066,0.10119882969836178
Exp20,0.05286509016242088,0.10141640261930301
Exp21,0.052303666207408984,0.10056030368339194
Exp22,0.05121642332701531,0.09999482739816944
Exp23,0.05203737570312765,0.10131394280355159
Exp24,0.052604865937543856,0.10077231616946546
Exp25,0.05258852171003981,0.10120511479184584
Exp26,0.05268728845400152,0.10035845157684846
Exp27,0.051416253242598305,0.100102180225866
Exp28,0.05262158836673148,0.09957484370089607
Exp29,0.052535085793104584,0.10105285627850752
Exp30,0.05285068162123379,0.10212974294249924
