,Mean,Standard Deviation,Min,Max
TrainRMSE,0.16609780228879206,0.020399369047578803,0.1534280418259199,0.2738220929092109
TestRMSE,0.09197213965323323,0.026909760818852733,0.08196637077881679,0.23636108473821685
