,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.06272,0.05907,0.00851,0.01403,0.0153,0.01445,0.01653,0.01834,0.01948,0.02113,0.02369,0.02794
Exp2,0.05348,0.05083,0.00804,0.00933,0.01148,0.01203,0.01394,0.01582,0.01711,0.01977,0.0213,0.02395
Exp3,0.04992,0.04789,0.00763,0.00841,0.01043,0.01133,0.01344,0.01501,0.01602,0.01837,0.02036,0.02264
Exp4,0.04491,0.04352,0.00651,0.00793,0.00948,0.01072,0.0124,0.01381,0.01515,0.01659,0.0181,0.02019
Exp5,0.04313,0.04208,0.00609,0.0075,0.00904,0.01063,0.01204,0.01339,0.01481,0.01622,0.0175,0.01923
Exp6,0.04127,0.04038,0.00567,0.00697,0.00861,0.01023,0.0116,0.0129,0.01421,0.01559,0.01684,0.01849
Exp7,0.03898,0.03834,0.00539,0.00653,0.00803,0.0095,0.01087,0.01221,0.0135,0.01483,0.01614,0.01771
Exp8,0.0397,0.03928,0.00715,0.00794,0.00931,0.01026,0.01167,0.01273,0.01357,0.01451,0.01583,0.01712
Exp9,0.03728,0.03706,0.00771,0.00847,0.00961,0.0104,0.01144,0.01218,0.01269,0.0133,0.0141,0.01504
Exp10,0.03603,0.03599,0.00535,0.00642,0.00778,0.00904,0.0104,0.01162,0.01272,0.01385,0.01496,0.0162
Exp11,0.03641,0.03648,0.00715,0.00872,0.00996,0.01135,0.01192,0.01244,0.01279,0.01306,0.01296,0.01328
Exp12,0.03502,0.03447,0.00486,0.00564,0.00679,0.00807,0.00943,0.01081,0.01214,0.01348,0.01486,0.0163
Exp13,0.03788,0.03698,0.00503,0.00584,0.00692,0.00796,0.00953,0.01118,0.01292,0.01452,0.0164,0.01828
Exp14,0.03394,0.03337,0.00566,0.00668,0.00763,0.00884,0.00976,0.0108,0.01183,0.01278,0.01346,0.0143
Exp15,0.03598,0.03509,0.00453,0.00495,0.00574,0.00716,0.0084,0.01005,0.01197,0.01408,0.01601,0.01823
Exp16,0.03111,0.03066,0.00551,0.00654,0.0075,0.00854,0.00929,0.01008,0.01083,0.01148,0.01192,0.0126
Exp17,0.03332,0.03249,0.00473,0.00537,0.00616,0.00721,0.00843,0.00986,0.01144,0.01291,0.0142,0.0157
Exp18,0.03265,0.03187,0.00489,0.00561,0.00644,0.00755,0.00861,0.00987,0.01124,0.01254,0.01362,0.01487
Exp19,0.03364,0.03253,0.00289,0.00333,0.00407,0.00521,0.00666,0.00856,0.01082,0.01315,0.0157,0.01846
Exp20,0.02918,0.02861,0.00485,0.00574,0.0066,0.00763,0.00839,0.00925,0.01012,0.01096,0.01149,0.01222
Exp21,0.03141,0.03097,0.00658,0.00784,0.00877,0.00974,0.01008,0.01042,0.0107,0.01089,0.01077,0.0111
Exp22,0.02864,0.02806,0.0044,0.00518,0.00605,0.00696,0.00788,0.00889,0.00994,0.01092,0.01172,0.01262
Exp23,0.03512,0.03491,0.00822,0.00997,0.01107,0.01233,0.01212,0.01191,0.01158,0.01131,0.01051,0.01078
Exp24,0.03078,0.03004,0.00493,0.00604,0.00711,0.00824,0.00901,0.00985,0.01069,0.01145,0.01193,0.01253
Exp25,0.02792,0.02712,0.00303,0.00385,0.00455,0.00546,0.00663,0.008,0.00948,0.01089,0.01235,0.01386
Exp26,0.02627,0.02589,0.00376,0.00444,0.00507,0.00596,0.00682,0.00788,0.00905,0.01023,0.01125,0.01239
Exp27,0.0269,0.02668,0.00442,0.00534,0.006,0.00709,0.00758,0.00833,0.00919,0.01027,0.01092,0.01188
Exp28,0.02775,0.02818,0.00597,0.00727,0.008,0.0089,0.0091,0.00937,0.00967,0.00991,0.0097,0.0103
Exp29,0.01773,0.01866,0.00237,0.00281,0.00291,0.00323,0.00376,0.00472,0.00595,0.0073,0.00887,0.01058
Exp30,0.02364,0.02391,0.00391,0.00485,0.00539,0.00618,0.00665,0.00734,0.00816,0.00915,0.0099,0.01091
