,Mean,Standard Deviation,Min,Max
TrainRMSE,0.38437998067173146,0.0390396273006156,0.35060544905347263,0.5241932873135763
TestRMSE,0.27237060644260697,0.02407051323608102,0.24840458479348423,0.3605840309496302
