,TrainRMSE,TestRMSE
Exp1,0.357791791656722,0.2543607365038722
Exp2,0.33978290036280456,0.258784833647788
Exp3,0.36631397268019167,0.2726306652514566
Exp4,0.3605330212969164,0.2723939093625784
Exp5,0.363435388581746,0.264842549703525
Exp6,0.520724888629504,0.3650404385288242
Exp7,0.36085197886242026,0.26642699426653266
Exp8,0.33620313518851636,0.24765976764616734
Exp9,0.3821815326457177,0.279986497477773
Exp10,0.3397127764277659,0.25240847301452424
Exp11,0.3826352602871741,0.2633997266419416
Exp12,0.3314005952199356,0.2675766879638451
Exp13,0.34132689308143416,0.24931988418939982
Exp14,0.3389004278488058,0.2576975071269681
Exp15,0.38352026542276846,0.27837173975164486
Exp16,0.5208775152454421,0.36426018023359075
Exp17,0.35866708976432343,0.25023425609778277
Exp18,0.3625085363327484,0.2669160856529755
Exp19,0.3631281554544834,0.2734563062974099
Exp20,0.3594335341560824,0.2668332946734377
Exp21,0.3418808640357908,0.2496770071079629
Exp22,0.3871839015713625,0.2746060058894374
Exp23,0.3396917930866288,0.26539728943968793
Exp24,0.3283204718908579,0.26497221312711283
Exp25,0.38337890006848124,0.27663980226436674
Exp26,0.33752638670081214,0.2557729106979609
Exp27,0.33943502414824533,0.2469220931790343
Exp28,0.36162862523086037,0.27184278126185685
Exp29,0.37816268795359603,0.2756196658910297
Exp30,0.36243105120463626,0.2613717985168169
