,Mean,Standard Deviation
TrainRMSE,0.06415908195959381,0.0008844964344635964
TestRMSE,0.03084223094025345,0.0009948667983495647
Time,23.466915265719095,1.1175451657519195
Epochs,1000.0,0.0
