,TrainRMSE,TestRMSE,Time,Epochs
Exp1,0.17875504028639094,0.15360616539993,24.840590953826904,1000.0
Exp2,0.17904621885769545,0.14907082467031355,22.984917879104614,1000.0
Exp3,0.17983486614709096,0.14989873040846916,22.325457096099854,1000.0
Exp4,0.1793637364315718,0.1547360924816504,22.332202911376953,1000.0
Exp5,0.17954171835759286,0.15063367934999772,22.242023944854736,1000.0
Exp6,0.17907723941538642,0.15516585046842016,22.263248920440674,1000.0
Exp7,0.17915603827249288,0.14895558465801848,22.39836597442627,1000.0
Exp8,0.17904023761953863,0.15027255102137552,22.82571506500244,1000.0
Exp9,0.1791827573202531,0.15216537074196446,22.898855924606323,1000.0
Exp10,0.1794266965421924,0.15262955592314506,24.134492874145508,1000.0
Exp11,0.17911816002329783,0.15358946403862297,22.320950031280518,1000.0
Exp12,0.1794383868225492,0.15469102051952152,22.289793014526367,1000.0
Exp13,0.1791308295733216,0.1483642720591156,22.198133945465088,1000.0
Exp14,0.17927018474410678,0.15441088036013437,22.992007732391357,1000.0
Exp15,0.1792026556649313,0.15249300462051374,22.367115020751953,1000.0
Exp16,0.17914304438321485,0.1521842955047004,22.24718403816223,1000.0
Exp17,0.1788140884985892,0.15232238662411116,22.931144952774048,1000.0
Exp18,0.17904048261066044,0.14814051521318675,22.466062784194946,1000.0
Exp19,0.17942868748809346,0.15397028928119863,22.602643966674805,1000.0
Exp20,0.1790900350511415,0.15108333578079464,23.45660400390625,1000.0
Exp21,0.17913499500983804,0.15450062528451733,22.57953405380249,1000.0
Exp22,0.17927602099378667,0.15075277231200904,22.36602783203125,1000.0
Exp23,0.17919619764270536,0.1526694758358717,22.2633957862854,1000.0
Exp24,0.17909660238988948,0.15364310309913615,23.787417888641357,1000.0
Exp25,0.17917863252251592,0.15260387156278551,24.875362157821655,1000.0
Exp26,0.1793723205679113,0.155438781489661,24.602128982543945,1000.0
Exp27,0.17928134893446557,0.15106653279220184,24.902099132537842,1000.0
Exp28,0.17926016798295513,0.15515713195251182,24.770029067993164,1000.0
Exp29,0.1794399573612689,0.15500631575297802,25.010744094848633,1000.0
Exp30,0.17975897611834163,0.15300291978563094,24.754581928253174,1000.0
