,Mean,Standard Deviation,Min,Max
TrainRMSE,0.041261611345554464,0.005628551231811713,0.0320946882405517,0.06152102946136385
TestRMSE,0.03854141182290475,0.005170409423386313,0.030373175409137285,0.049993823767174046
Time,23.372385509808858,1.3324589537841802,22.10766077041626,26.054224967956543
Epochs,1000.0,0.0,1000.0,1000.0
