,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.17673,0.11108,0.02075,0.02435,0.02762,0.02928,0.03227,0.03536,0.03788,0.04234,0.04504,0.04633
Exp2,0.17117,0.10496,0.01894,0.02258,0.02533,0.02735,0.02932,0.03344,0.03545,0.04079,0.04328,0.04457
Exp3,0.16938,0.09979,0.01851,0.02203,0.02448,0.02646,0.0284,0.03216,0.03401,0.03813,0.04046,0.04174
Exp4,0.16855,0.09781,0.01832,0.02166,0.02423,0.02622,0.02834,0.03166,0.03365,0.03694,0.03928,0.04051
Exp5,0.16787,0.09674,0.01797,0.02126,0.02399,0.02607,0.02836,0.03139,0.03353,0.03634,0.03871,0.03993
Exp6,0.16732,0.09691,0.0179,0.02117,0.02403,0.02616,0.02859,0.03143,0.03372,0.03633,0.03875,0.03997
Exp7,0.16678,0.09548,0.01761,0.02075,0.02364,0.02583,0.02826,0.03098,0.03333,0.03572,0.03812,0.03938
Exp8,0.16669,0.09493,0.01746,0.02053,0.0234,0.02567,0.02807,0.03084,0.03323,0.03547,0.03787,0.03929
Exp9,0.16624,0.09759,0.01826,0.02143,0.02427,0.02647,0.02891,0.03166,0.03411,0.03634,0.03878,0.0402
Exp10,0.16584,0.09543,0.0178,0.02075,0.02365,0.02585,0.02827,0.03093,0.0334,0.03557,0.03796,0.03941
Exp11,0.16508,0.09617,0.01812,0.02109,0.02396,0.02612,0.02852,0.03116,0.03366,0.03577,0.03815,0.03958
Exp12,0.16593,0.09741,0.01857,0.02157,0.02441,0.02652,0.02891,0.03157,0.03409,0.03616,0.0385,0.03994
Exp13,0.16542,0.09819,0.0187,0.02181,0.02459,0.02677,0.0291,0.0319,0.03442,0.03642,0.03872,0.04024
Exp14,0.16536,0.09632,0.01816,0.02103,0.02401,0.02619,0.0286,0.03118,0.03377,0.03588,0.03819,0.03958
Exp15,0.16505,0.09885,0.0189,0.02199,0.02479,0.02697,0.02931,0.03208,0.03465,0.03667,0.03896,0.04045
Exp16,0.1648,0.09856,0.01883,0.02186,0.02471,0.02688,0.02923,0.03196,0.03455,0.03659,0.03887,0.04035
Exp17,0.16395,0.09708,0.01838,0.0212,0.02424,0.0264,0.02884,0.03136,0.03401,0.03619,0.03849,0.03988
Exp18,0.16681,0.09742,0.01864,0.02121,0.0244,0.02647,0.02901,0.03125,0.03401,0.03638,0.03874,0.03996
Exp19,0.16956,0.09682,0.01842,0.02077,0.02418,0.02622,0.02889,0.03087,0.03373,0.03629,0.03874,0.03984
Exp20,0.16839,0.0971,0.01861,0.02094,0.0243,0.02633,0.02894,0.03098,0.03381,0.03636,0.03879,0.03992
Exp21,0.16546,0.09781,0.01887,0.02125,0.02459,0.02656,0.02918,0.0312,0.03402,0.03653,0.03897,0.04018
Exp22,0.16239,0.09292,0.01788,0.02026,0.02327,0.02542,0.0277,0.03002,0.03257,0.03441,0.03667,0.03818
Exp23,0.16181,0.09596,0.01999,0.02185,0.02456,0.02632,0.02864,0.03101,0.03343,0.03506,0.03735,0.03887
Exp24,0.16204,0.09666,0.02117,0.02238,0.0251,0.02665,0.02889,0.03114,0.03351,0.03502,0.03725,0.0389
Exp25,0.16159,0.09743,0.02187,0.02271,0.02554,0.02693,0.02917,0.03131,0.03369,0.03513,0.03733,0.0391
Exp26,0.16184,0.09802,0.02218,0.02288,0.02578,0.0271,0.02938,0.03148,0.03387,0.03527,0.03745,0.03931
Exp27,0.16161,0.09802,0.02232,0.02285,0.02586,0.02712,0.02944,0.03147,0.03386,0.03521,0.03736,0.03928
Exp28,0.16188,0.09847,0.02237,0.0229,0.02601,0.02723,0.02963,0.03166,0.03406,0.03536,0.03749,0.03945
Exp29,0.16014,0.09726,0.02241,0.02256,0.02589,0.02699,0.02943,0.03118,0.03352,0.03485,0.03694,0.03884
Exp30,0.16067,0.09747,0.02224,0.02251,0.02594,0.02702,0.02957,0.03137,0.03368,0.03493,0.037,0.03893
