,TrainRMSE,TestRMSE
Exp1,0.17960669799514295,0.1677782487999297
Exp2,0.17699149868941405,0.16391976726745167
Exp3,0.19840097147067212,0.18685357263950025
Exp4,0.18917807009931756,0.17706849989374635
Exp5,0.18068526842841034,0.17435373549370184
Exp6,0.1878409391515097,0.17625326049067208
Exp7,0.18857212691916828,0.17754469257765892
Exp8,0.1705279190448734,0.15968566545863522
Exp9,0.192715108517872,0.18269077483183455
Exp10,0.19668684204746395,0.1841264958889505
Exp11,0.23974091095766376,0.22434364654237715
Exp12,0.18201960813209309,0.169364923863497
Exp13,0.18523401215946161,0.16991404726434806
Exp14,0.10987427526246042,0.08996941644547994
Exp15,0.18465984317481562,0.17198276257271544
Exp16,0.23077155054845155,0.2173743745320421
Exp17,0.24420830631136975,0.2288640076795954
Exp18,0.1893573105279572,0.17728669822382012
Exp19,0.18228690405765002,0.1706039438328847
Exp20,0.19016402550539,0.17755388478023032
Exp21,0.20682247449367647,0.19486382766090057
Exp22,0.11045879370232328,0.08820601174426708
Exp23,0.1948610950139591,0.18226227139241444
Exp24,0.16536827929921785,0.1539605371296629
Exp25,0.18108015705094582,0.16844970292276173
Exp26,0.19676359660185622,0.18958299210944987
Exp27,0.11874034889040475,0.11366387587081808
Exp28,0.1978538650237953,0.18519523608539698
Exp29,0.21466416033087637,0.20002134200922683
Exp30,0.2821809225589663,0.26715946510180466
