,Mean,Standard Deviation,Min,Max
TrainRMSE,0.02161029160409644,0.0010861375369976697,0.01856440866491432,0.023228919607175318
TestRMSE,0.03920355232779649,0.0015855112441513133,0.035216806855546776,0.04131486889132817
