,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.11647,0.11596,0.03902,0.02842,0.02798,0.03194,0.03262,0.03296,0.03511,0.03885,0.04368,0.05014
Exp2,0.09563,0.09448,0.02191,0.02036,0.02109,0.02497,0.02763,0.03004,0.0325,0.03489,0.03736,0.04035
Exp3,0.06671,0.07038,0.01489,0.01349,0.01647,0.01935,0.02228,0.02431,0.02546,0.02574,0.02636,0.02847
Exp4,0.05681,0.06111,0.01193,0.01226,0.01516,0.0165,0.01894,0.02108,0.02255,0.02269,0.02292,0.02426
Exp5,0.04995,0.05485,0.01139,0.01178,0.01426,0.01529,0.01661,0.01833,0.01964,0.02021,0.02047,0.02185
Exp6,0.04565,0.0468,0.01052,0.01089,0.01184,0.01355,0.0141,0.01524,0.01598,0.01661,0.01719,0.01949
Exp7,0.04236,0.04423,0.00998,0.0097,0.01074,0.01218,0.01293,0.01442,0.01546,0.0163,0.01671,0.01844
Exp8,0.05587,0.05246,0.01031,0.01242,0.01302,0.01587,0.01631,0.01711,0.01728,0.01803,0.01936,0.02265
Exp9,0.05316,0.0508,0.00983,0.01203,0.01305,0.01509,0.01592,0.01669,0.01705,0.0176,0.0187,0.02141
Exp10,0.04046,0.04408,0.0089,0.00683,0.00942,0.01076,0.01202,0.01391,0.01588,0.01745,0.01843,0.01943
Exp11,0.03807,0.04023,0.008,0.00876,0.01053,0.01128,0.01293,0.01332,0.0141,0.01419,0.01494,0.01648
Exp12,0.03458,0.03774,0.00733,0.0078,0.00979,0.01043,0.01219,0.01252,0.01334,0.01344,0.01416,0.0155
Exp13,0.03001,0.03482,0.00667,0.00669,0.00859,0.00921,0.011,0.01144,0.01238,0.01272,0.01351,0.01466
Exp14,0.03901,0.04101,0.00679,0.00825,0.01078,0.01118,0.0134,0.01377,0.0145,0.01465,0.01553,0.01706
Exp15,0.03706,0.04004,0.00635,0.00797,0.01023,0.01064,0.01292,0.01357,0.0143,0.01452,0.01529,0.01676
Exp16,0.02291,0.031,0.00548,0.00507,0.00672,0.00716,0.00896,0.01003,0.0111,0.01195,0.01291,0.01397
Exp17,0.02201,0.02674,0.00487,0.0038,0.00503,0.00606,0.00686,0.00797,0.00922,0.01061,0.01197,0.01278
Exp18,0.02189,0.02818,0.00495,0.00422,0.0058,0.00742,0.0079,0.0088,0.00988,0.01111,0.01217,0.01242
Exp19,0.01593,0.02866,0.00459,0.00394,0.00526,0.0063,0.00829,0.00979,0.01079,0.01158,0.01214,0.01244
Exp20,0.03192,0.0365,0.00457,0.00432,0.00629,0.00857,0.00977,0.01148,0.01329,0.01508,0.01646,0.01665
Exp21,0.02546,0.03182,0.00501,0.00524,0.0071,0.00776,0.00978,0.01106,0.01169,0.0121,0.0126,0.01377
Exp22,0.01918,0.02856,0.00474,0.00463,0.00622,0.00674,0.00864,0.01,0.01069,0.01112,0.0114,0.01203
Exp23,0.01484,0.0277,0.0045,0.00403,0.0054,0.00614,0.00814,0.00971,0.01061,0.01121,0.01144,0.01159
Exp24,0.0238,0.03168,0.0048,0.00523,0.00687,0.00773,0.00996,0.01138,0.01197,0.01222,0.01234,0.01313
Exp25,0.01528,0.02856,0.00446,0.00423,0.00551,0.00638,0.00857,0.01021,0.01109,0.01161,0.01166,0.01166
Exp26,0.02107,0.02942,0.00431,0.00406,0.00557,0.0075,0.0085,0.00978,0.01095,0.01199,0.01256,0.0124
Exp27,0.01879,0.02826,0.00425,0.00409,0.00553,0.00742,0.00836,0.00951,0.01051,0.01139,0.01184,0.01174
Exp28,0.02575,0.0334,0.00468,0.00523,0.00682,0.00816,0.01054,0.01202,0.01266,0.01301,0.01316,0.01396
Exp29,0.02097,0.03083,0.00453,0.00505,0.00621,0.0075,0.00973,0.0112,0.01187,0.01219,0.01212,0.01238
Exp30,0.02061,0.03001,0.00426,0.00424,0.00549,0.00728,0.00944,0.01077,0.01135,0.01167,0.01194,0.01299
