,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.18796,0.16946,0.00769,0.0077,0.01621,0.0287,0.06076,0.05466,0.05887,0.07234,0.0866,0.06808
Exp2,0.1714,0.15816,0.01596,0.00804,0.01121,0.02097,0.02667,0.03481,0.06468,0.06537,0.08814,0.07734
Exp3,0.27329,0.25834,0.04247,0.03072,0.042,0.05254,0.09847,0.07583,0.10404,0.09829,0.11263,0.10417
Exp4,0.26315,0.25227,0.02929,0.04446,0.05408,0.07362,0.08164,0.07945,0.07901,0.08949,0.10775,0.1167
Exp5,0.19529,0.18258,0.02326,0.00842,0.03027,0.02521,0.04204,0.05596,0.06049,0.0627,0.08851,0.10415
Exp6,0.14287,0.13447,0.01124,0.0082,0.02541,0.02566,0.02325,0.02974,0.03678,0.04656,0.07428,0.07824
Exp7,0.16226,0.15184,0.03795,0.01216,0.01568,0.02006,0.05667,0.03599,0.04114,0.05027,0.07383,0.0815
Exp8,0.19455,0.18235,0.01162,0.01001,0.0263,0.03514,0.03757,0.06204,0.07093,0.06845,0.08434,0.09488
Exp9,0.17608,0.16139,0.00777,0.01092,0.0114,0.02247,0.03658,0.04585,0.06693,0.05945,0.09657,0.06671
Exp10,0.17596,0.16256,0.01816,0.00781,0.01602,0.01478,0.06432,0.03035,0.05479,0.05211,0.10784,0.05618
Exp11,0.20098,0.18934,0.00491,0.01264,0.02794,0.04546,0.03891,0.04205,0.0673,0.07037,0.11077,0.08823
Exp12,0.18082,0.16713,0.04166,0.0392,0.05143,0.04573,0.02652,0.072,0.03476,0.05997,0.05894,0.07587
Exp13,0.23253,0.21456,0.01729,0.03262,0.04183,0.05079,0.08454,0.06486,0.0739,0.05741,0.10207,0.09908
Exp14,0.18511,0.17584,0.00419,0.00766,0.02259,0.02303,0.03595,0.11168,0.04458,0.05424,0.08049,0.06805
Exp15,0.17754,0.1605,0.0076,0.00831,0.01086,0.03365,0.02336,0.03038,0.05306,0.07381,0.10103,0.06667
Exp16,0.20006,0.18962,0.00565,0.02172,0.02298,0.03731,0.07107,0.05403,0.05308,0.06069,0.10666,0.08767
Exp17,0.17884,0.16881,0.01356,0.03132,0.013,0.02574,0.03387,0.03793,0.06819,0.06136,0.08829,0.08778
Exp18,0.26735,0.25096,0.01934,0.0377,0.03202,0.05187,0.07691,0.08838,0.08818,0.08091,0.11527,0.12702
Exp19,0.18608,0.17493,0.03536,0.0242,0.0265,0.03583,0.04805,0.04276,0.07259,0.07261,0.06036,0.09196
Exp20,0.19476,0.18206,0.04327,0.02014,0.01522,0.0367,0.06311,0.04086,0.06535,0.05661,0.08994,0.08985
Exp21,0.19892,0.18428,0.02267,0.0271,0.03743,0.02443,0.03527,0.06014,0.05874,0.08603,0.09345,0.07918
Exp22,0.22731,0.21341,0.01651,0.04154,0.02377,0.02904,0.04736,0.09971,0.0859,0.07416,0.10339,0.0799
Exp23,0.16847,0.15764,0.009,0.01055,0.04369,0.03534,0.05997,0.03925,0.04464,0.06784,0.06159,0.07728
Exp24,0.20403,0.1919,0.00506,0.04465,0.02062,0.02192,0.03443,0.04641,0.06443,0.10819,0.06705,0.10103
Exp25,0.14437,0.13541,0.00541,0.00921,0.01623,0.04216,0.02561,0.03123,0.03951,0.04755,0.0583,0.08561
Exp26,0.1659,0.15515,0.01722,0.01499,0.01224,0.03232,0.02469,0.04835,0.05952,0.07501,0.06831,0.07466
Exp27,0.20786,0.19459,0.01245,0.02934,0.0185,0.03919,0.05462,0.04249,0.07889,0.06448,0.09344,0.10523
Exp28,0.23005,0.21891,0.02882,0.01365,0.03687,0.04279,0.04456,0.05399,0.08377,0.08708,0.09866,0.12034
Exp29,0.11736,0.11312,0.01102,0.00698,0.01892,0.00905,0.02745,0.02205,0.02501,0.02863,0.08475,0.04816
Exp30,0.18426,0.17442,0.02173,0.03585,0.01875,0.019,0.05919,0.04731,0.04058,0.08265,0.09061,0.07431
