,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.1593,0.09612,0.0146,0.01859,0.02103,0.02617,0.02715,0.0304,0.03491,0.03778,0.04076,0.03981
Exp2,0.15537,0.09086,0.01259,0.0166,0.01905,0.02482,0.02541,0.02843,0.03171,0.0358,0.03864,0.0401
Exp3,0.15267,0.08978,0.01207,0.01613,0.01888,0.02382,0.02534,0.02833,0.0317,0.0353,0.0379,0.03998
Exp4,0.15224,0.08898,0.01237,0.01599,0.01885,0.02364,0.02515,0.02803,0.03149,0.03466,0.0377,0.03953
Exp5,0.15184,0.08989,0.01261,0.01621,0.01977,0.02358,0.02517,0.02839,0.03241,0.03478,0.03815,0.03945
Exp6,0.1518,0.08861,0.0127,0.01588,0.01976,0.02307,0.02467,0.02799,0.03234,0.03419,0.0378,0.03848
Exp7,0.15151,0.08726,0.01237,0.01585,0.01928,0.02317,0.02467,0.02771,0.03155,0.03324,0.0373,0.03784
Exp8,0.15123,0.08482,0.01188,0.01578,0.01892,0.02268,0.02441,0.02723,0.03051,0.03255,0.03596,0.03622
Exp9,0.15079,0.08241,0.01181,0.01588,0.0185,0.02249,0.02434,0.02661,0.02924,0.03173,0.03424,0.03489
Exp10,0.14998,0.08071,0.01198,0.01597,0.01836,0.02192,0.02405,0.02617,0.0285,0.03102,0.03331,0.03392
Exp11,0.14885,0.08005,0.01203,0.01603,0.01853,0.02164,0.02382,0.02604,0.02843,0.03083,0.03276,0.03342
Exp12,0.14705,0.08075,0.01234,0.016,0.01886,0.02176,0.02388,0.0263,0.02881,0.031,0.03294,0.03383
Exp13,0.1451,0.08241,0.0129,0.01616,0.01927,0.02176,0.02397,0.02682,0.02953,0.03164,0.03377,0.0348
Exp14,0.14411,0.08477,0.01336,0.01638,0.01947,0.02195,0.02417,0.02733,0.03025,0.03259,0.0352,0.03648
Exp15,0.14329,0.0875,0.0136,0.01646,0.01949,0.02214,0.02445,0.02795,0.03109,0.03366,0.03696,0.03854
Exp16,0.14301,0.09014,0.01331,0.0164,0.01948,0.02224,0.02468,0.02869,0.03214,0.03474,0.0385,0.04062
Exp17,0.14266,0.09172,0.01305,0.01635,0.01942,0.02223,0.02476,0.02904,0.03287,0.03544,0.03934,0.04199
Exp18,0.14247,0.09252,0.01282,0.01633,0.01937,0.02222,0.02484,0.02916,0.03322,0.03572,0.0397,0.04285
Exp19,0.14224,0.09317,0.01259,0.0164,0.01949,0.02233,0.02499,0.02937,0.03363,0.03602,0.03984,0.04326
Exp20,0.14179,0.09451,0.01253,0.01655,0.01967,0.02257,0.0252,0.02977,0.03432,0.03664,0.04014,0.04419
Exp21,0.14177,0.09582,0.0126,0.01666,0.01973,0.02282,0.02547,0.02994,0.03459,0.03706,0.04072,0.0454
Exp22,0.14148,0.09754,0.01247,0.01649,0.01971,0.02283,0.02577,0.03048,0.03578,0.03872,0.0412,0.0459
Exp23,0.14098,0.09781,0.01252,0.01645,0.01941,0.02277,0.02605,0.03093,0.03611,0.03874,0.04152,0.04561
Exp24,0.14027,0.09839,0.01261,0.0166,0.01938,0.02286,0.0263,0.03138,0.03649,0.03868,0.04181,0.04578
Exp25,0.1397,0.09851,0.01252,0.01665,0.01923,0.0229,0.02649,0.0316,0.03626,0.03811,0.04203,0.04629
Exp26,0.13949,0.09933,0.01265,0.01687,0.01948,0.02312,0.02687,0.0323,0.03653,0.03848,0.0425,0.04606
Exp27,0.1387,0.09995,0.01266,0.01684,0.01948,0.02328,0.02718,0.03253,0.03699,0.03924,0.04255,0.04591
Exp28,0.13841,0.10055,0.01269,0.01703,0.01948,0.02327,0.02712,0.03267,0.03736,0.03998,0.04299,0.04575
Exp29,0.13798,0.10026,0.01285,0.01744,0.01961,0.02327,0.02688,0.03259,0.03708,0.04005,0.04295,0.04527
Exp30,0.13693,0.09998,0.01284,0.0173,0.01942,0.02301,0.02654,0.03231,0.03684,0.04035,0.04323,0.04497
