,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.17441,0.10323,0.03228,0.01946,0.03269,0.02573,0.02784,0.04045,0.03214,0.03164,0.03506,0.04279
Exp2,0.16842,0.09396,0.0233,0.0199,0.02549,0.02508,0.02866,0.03875,0.02965,0.03063,0.03239,0.03769
Exp3,0.17174,0.10034,0.01522,0.03018,0.02728,0.03953,0.02729,0.02769,0.03667,0.03128,0.03586,0.03869
Exp4,0.16501,0.09137,0.01431,0.019,0.0219,0.02533,0.03346,0.03237,0.02945,0.03415,0.03598,0.03415
Exp5,0.17303,0.10551,0.01927,0.01958,0.0282,0.02652,0.03369,0.0452,0.04145,0.03844,0.03602,0.03475
Exp6,0.16571,0.09079,0.01957,0.02169,0.02122,0.02466,0.02564,0.02956,0.02926,0.03935,0.03427,0.03496
Exp7,0.16575,0.08771,0.01607,0.01647,0.02108,0.02444,0.02624,0.03263,0.03059,0.03097,0.03292,0.03728
Exp8,0.18636,0.14623,0.03514,0.03602,0.0669,0.0573,0.02861,0.03216,0.05326,0.0628,0.03312,0.03689
Exp9,0.16781,0.09257,0.01891,0.02004,0.02741,0.02501,0.03154,0.03165,0.02867,0.03229,0.03212,0.03924
Exp10,0.17341,0.09485,0.01996,0.02087,0.02371,0.02685,0.02871,0.03699,0.03241,0.03328,0.0342,0.03688
Exp11,0.1661,0.08934,0.02361,0.02379,0.01953,0.02596,0.02574,0.02834,0.02866,0.0334,0.035,0.03427
Exp12,0.1668,0.10054,0.01908,0.03429,0.02159,0.02591,0.02889,0.0321,0.04464,0.0324,0.03406,0.03692
Exp13,0.16566,0.10914,0.03969,0.03422,0.02445,0.02724,0.02799,0.03149,0.03718,0.03941,0.04485,0.03319
Exp14,0.16956,0.10027,0.01795,0.02105,0.0334,0.02771,0.03807,0.03358,0.03499,0.0322,0.03712,0.0345
Exp15,0.17726,0.11265,0.02716,0.02557,0.02238,0.02615,0.03441,0.03053,0.04236,0.038,0.03482,0.05955
Exp16,0.16632,0.09149,0.01445,0.01778,0.02464,0.02533,0.02745,0.02844,0.03149,0.03208,0.04134,0.03611
Exp17,0.17529,0.1055,0.02986,0.02898,0.02255,0.02603,0.03366,0.03769,0.04337,0.03442,0.03675,0.03528
Exp18,0.16575,0.09314,0.01444,0.02111,0.02171,0.02839,0.02623,0.03225,0.03017,0.03162,0.04305,0.03538
Exp19,0.17036,0.1013,0.02449,0.02497,0.02402,0.02935,0.02608,0.03373,0.03256,0.039,0.04195,0.03797
Exp20,0.17145,0.09979,0.01867,0.02112,0.0264,0.03308,0.03331,0.03408,0.03173,0.03458,0.03469,0.04118
Exp21,0.17366,0.09423,0.01813,0.02397,0.02429,0.02718,0.02728,0.02754,0.03677,0.03405,0.03659,0.03598
Exp22,0.17047,0.09176,0.01504,0.02645,0.02644,0.02463,0.02588,0.02829,0.03301,0.03371,0.03471,0.03587
Exp23,0.17634,0.1083,0.01907,0.01922,0.04306,0.0239,0.04315,0.03849,0.02972,0.03664,0.03412,0.04287
Exp24,0.16583,0.08983,0.01655,0.01822,0.02666,0.02469,0.02708,0.02802,0.03245,0.03311,0.03237,0.03779
Exp25,0.17078,0.10119,0.01634,0.03172,0.0281,0.02223,0.03227,0.03898,0.0366,0.03289,0.03275,0.04034
Exp26,0.17065,0.09175,0.01913,0.02572,0.02191,0.02965,0.02538,0.02858,0.03118,0.03333,0.03284,0.03754
Exp27,0.15918,0.08536,0.01963,0.0198,0.02039,0.0234,0.02644,0.02749,0.03012,0.03119,0.03319,0.0333
Exp28,0.1776,0.10107,0.02102,0.02367,0.02473,0.02773,0.02961,0.03178,0.03184,0.03523,0.04148,0.0444
Exp29,0.16966,0.09628,0.02142,0.02716,0.02385,0.02752,0.03222,0.02832,0.03159,0.03238,0.03397,0.04132
Exp30,0.16955,0.09465,0.0178,0.03312,0.02208,0.02569,0.03401,0.02752,0.03252,0.03499,0.03292,0.03343
