,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.21772,0.15546,0.01709,0.02343,0.02824,0.0348,0.03911,0.04791,0.0516,0.05975,0.06528,0.08365
Exp2,0.18571,0.14245,0.01431,0.02121,0.02928,0.03524,0.03931,0.04336,0.04795,0.05355,0.06181,0.07159
Exp3,0.21644,0.15334,0.02548,0.02012,0.02774,0.03427,0.04167,0.04597,0.05164,0.06253,0.06731,0.07455
Exp4,0.20181,0.14657,0.01744,0.02314,0.03565,0.03423,0.03883,0.04344,0.05097,0.05694,0.06373,0.07003
Exp5,0.18283,0.13924,0.01436,0.02022,0.02689,0.03296,0.03733,0.0415,0.04625,0.05932,0.05914,0.0685
Exp6,0.18967,0.14678,0.01398,0.02112,0.03941,0.03228,0.0372,0.04572,0.04945,0.0556,0.06304,0.07296
Exp7,0.21155,0.1514,0.01549,0.02194,0.03586,0.03369,0.03906,0.0437,0.04964,0.0553,0.06527,0.08099
Exp8,0.20463,0.14882,0.01682,0.03212,0.03376,0.03412,0.04254,0.04309,0.04864,0.05357,0.0692,0.06956
Exp9,0.19228,0.14836,0.02848,0.02056,0.02909,0.0349,0.03871,0.04516,0.05986,0.05456,0.06114,0.06983
Exp10,0.19761,0.14717,0.01923,0.0254,0.03083,0.03534,0.03973,0.04445,0.04787,0.05583,0.06495,0.07255
Exp11,0.19997,0.15672,0.01534,0.02167,0.02984,0.03548,0.0432,0.05308,0.0521,0.06578,0.06542,0.07551
Exp12,0.226,0.16289,0.01708,0.02154,0.02927,0.03945,0.0438,0.05498,0.0568,0.05691,0.07105,0.08312
Exp13,0.2072,0.15196,0.01042,0.01847,0.02845,0.03545,0.03887,0.04443,0.04751,0.05402,0.06192,0.0899
Exp14,0.19658,0.14374,0.0128,0.03334,0.02853,0.03491,0.03856,0.04308,0.04924,0.05327,0.06245,0.06963
Exp15,0.22177,0.15895,0.0283,0.02053,0.04036,0.03589,0.04252,0.05007,0.05061,0.0591,0.07162,0.07501
Exp16,0.20854,0.15293,0.01793,0.02216,0.02906,0.03517,0.03977,0.04598,0.05433,0.0564,0.06706,0.07853
Exp17,0.22766,0.15999,0.01258,0.02367,0.03507,0.03602,0.03937,0.04447,0.05723,0.06705,0.0754,0.07325
Exp18,0.2097,0.15088,0.02023,0.03957,0.03227,0.0332,0.04026,0.04826,0.04679,0.05825,0.0609,0.07353
Exp19,0.19402,0.14446,0.0104,0.02047,0.02828,0.03442,0.03935,0.04366,0.05083,0.05323,0.06776,0.06996
Exp20,0.21658,0.15544,0.01448,0.02248,0.03559,0.03329,0.0546,0.0496,0.04784,0.05344,0.06343,0.08039
Exp21,0.19573,0.14884,0.01978,0.02247,0.02852,0.0344,0.03954,0.04334,0.04748,0.06832,0.06315,0.07005
Exp22,0.21394,0.16526,0.01422,0.02528,0.03085,0.03761,0.04126,0.0475,0.05172,0.07715,0.07658,0.07519
Exp23,0.18046,0.14129,0.01261,0.0233,0.03088,0.03508,0.03925,0.04333,0.04824,0.05406,0.06023,0.06914
Exp24,0.2158,0.15625,0.01598,0.02467,0.03096,0.03465,0.04025,0.0491,0.05369,0.05688,0.06433,0.08429
Exp25,0.20483,0.14919,0.01166,0.02117,0.03468,0.03391,0.03892,0.04766,0.04782,0.06117,0.06161,0.07557
Exp26,0.17825,0.13947,0.01266,0.02204,0.02892,0.03336,0.03809,0.04288,0.05132,0.05234,0.06063,0.06721
Exp27,0.22032,0.16201,0.01237,0.02695,0.03096,0.03302,0.04637,0.06484,0.05242,0.06116,0.07483,0.06985
Exp28,0.20468,0.15136,0.01517,0.02137,0.02879,0.03689,0.04408,0.04409,0.05102,0.05896,0.06792,0.07383
Exp29,0.21062,0.15302,0.01625,0.02235,0.0276,0.03781,0.03884,0.04325,0.07353,0.05357,0.06129,0.07106
Exp30,0.19531,0.14697,0.01604,0.02391,0.02686,0.03673,0.04005,0.04566,0.04769,0.0567,0.06172,0.07557
