,Mean,Standard Deviation,Min,Max
TrainRMSE,0.0963696541535324,0.003155763830136668,0.08956254919650572,0.10367696546763745
TestRMSE,0.04410839505694634,0.00099838388506202,0.04233140951166096,0.046049895363903005
Time,22.555228328704835,0.7292698892524301,21.98055601119995,24.761390924453735
Epochs,1000.0,0.0,1000.0,1000.0
