,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.21837,0.22001,0.03992,0.03385,0.05716,0.06038,0.04977,0.06884,0.09019,0.08039,0.09994,0.08338
Exp2,0.14635,0.14716,0.00691,0.01654,0.04541,0.02825,0.03957,0.04295,0.06234,0.05419,0.05942,0.06864
Exp3,0.19704,0.19841,0.01522,0.0314,0.03828,0.05194,0.05112,0.0634,0.07315,0.08493,0.08133,0.09041
Exp4,0.15647,0.15737,0.01609,0.01566,0.0377,0.03078,0.03921,0.07562,0.05009,0.0602,0.06448,0.06593
Exp5,0.23981,0.24163,0.02843,0.03676,0.0748,0.06873,0.0683,0.07424,0.08795,0.09854,0.08624,0.10415
Exp6,0.16456,0.16541,0.00971,0.01783,0.02234,0.03633,0.04485,0.04843,0.06324,0.06972,0.07235,0.08171
Exp7,0.1686,0.1697,0.0307,0.01785,0.02793,0.03582,0.06528,0.05469,0.05193,0.07256,0.0718,0.07145
Exp8,0.2244,0.22616,0.04124,0.04434,0.06688,0.06444,0.06651,0.06978,0.08519,0.09639,0.0809,0.08045
Exp9,0.18249,0.1837,0.02907,0.01884,0.03378,0.03698,0.07115,0.05402,0.06033,0.06176,0.09614,0.0732
Exp10,0.1463,0.14701,0.0066,0.01439,0.0279,0.03855,0.05018,0.04976,0.05316,0.05452,0.05865,0.06975
Exp11,0.17295,0.17432,0.0123,0.02118,0.0451,0.05647,0.04889,0.05945,0.07309,0.06001,0.07326,0.06578
Exp12,0.16907,0.1701,0.00948,0.04708,0.02781,0.04117,0.04323,0.06386,0.052,0.07498,0.06586,0.07448
Exp13,0.16817,0.16914,0.0084,0.01872,0.04312,0.03277,0.05013,0.04956,0.07036,0.07144,0.07322,0.0698
Exp14,0.20559,0.20702,0.02398,0.01552,0.04001,0.04545,0.05791,0.08102,0.07034,0.09478,0.0842,0.08623
Exp15,0.18065,0.18184,0.00801,0.02584,0.02177,0.06755,0.06693,0.04572,0.06546,0.06017,0.09038,0.06821
Exp16,0.17321,0.17435,0.0302,0.03548,0.04412,0.04618,0.04844,0.05302,0.06894,0.06313,0.07077,0.07243
Exp17,0.13775,0.13853,0.00786,0.01302,0.02351,0.03825,0.03786,0.04762,0.05052,0.05669,0.06051,0.06177
Exp18,0.16741,0.16852,0.0196,0.04032,0.04171,0.05836,0.05731,0.05099,0.05504,0.05965,0.0673,0.06513
Exp19,0.20335,0.20484,0.00594,0.01784,0.06615,0.07013,0.05337,0.07161,0.0579,0.09586,0.0633,0.08824
Exp20,0.1864,0.18763,0.00837,0.02365,0.02566,0.05885,0.03855,0.05236,0.06486,0.08239,0.07966,0.09427
Exp21,0.18553,0.18681,0.01615,0.01367,0.04763,0.05118,0.0699,0.06333,0.07363,0.07057,0.07774,0.06497
Exp22,0.18339,0.1844,0.01416,0.02328,0.03041,0.03803,0.05243,0.04792,0.06639,0.08998,0.07885,0.0844
Exp23,0.18337,0.18457,0.00854,0.01938,0.05616,0.04717,0.05192,0.05124,0.05962,0.07458,0.08725,0.07866
Exp24,0.24094,0.24292,0.03037,0.04486,0.04861,0.05694,0.08849,0.08069,0.10255,0.07709,0.09975,0.09859
Exp25,0.13088,0.13161,0.01141,0.014,0.02245,0.02852,0.03653,0.04245,0.04987,0.05422,0.05813,0.06113
Exp26,0.2083,0.20965,0.01262,0.02948,0.03145,0.03858,0.04268,0.06755,0.08756,0.06419,0.10447,0.10659
Exp27,0.15996,0.16096,0.00879,0.0269,0.04212,0.03502,0.03685,0.05147,0.07456,0.06003,0.06682,0.06688
Exp28,0.16108,0.162,0.01028,0.02747,0.02172,0.04247,0.04479,0.04614,0.07423,0.06017,0.06672,0.07342
Exp29,0.16892,0.16983,0.0072,0.01638,0.03136,0.03158,0.0417,0.04338,0.06647,0.08835,0.06798,0.07795
Exp30,0.19841,0.19981,0.00836,0.04616,0.0526,0.03268,0.0477,0.07132,0.08026,0.08811,0.07489,0.08195
