,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.33556,0.2538,0.07824,0.10735,0.07477,0.07734,0.07667,0.06838,0.06498,0.06372,0.08806,0.09276
Exp2,0.34712,0.26803,0.09247,0.1095,0.07837,0.08255,0.08272,0.06948,0.06512,0.06969,0.09798,0.08931
Exp3,0.34624,0.25568,0.07338,0.10807,0.08418,0.07828,0.07607,0.06468,0.06267,0.05816,0.09213,0.09658
Exp4,0.32573,0.25081,0.06838,0.10905,0.0926,0.06976,0.06992,0.06466,0.06492,0.05663,0.08917,0.09196
Exp5,0.33609,0.25615,0.07724,0.10014,0.07958,0.07985,0.07849,0.0674,0.06723,0.06737,0.09336,0.09182
Exp6,0.35105,0.25306,0.05854,0.10052,0.0743,0.08706,0.07627,0.07863,0.05503,0.08123,0.08822,0.08942
Exp7,0.34297,0.2589,0.0715,0.10864,0.08858,0.0789,0.07321,0.06996,0.05855,0.06617,0.09513,0.09451
Exp8,0.32485,0.24017,0.07158,0.097,0.07868,0.08039,0.06899,0.06285,0.06368,0.06559,0.07787,0.08582
Exp9,0.33106,0.2612,0.06804,0.11391,0.09593,0.07621,0.074,0.06673,0.06415,0.05816,0.08633,0.10359
Exp10,0.33889,0.25172,0.08179,0.09637,0.08198,0.08084,0.07581,0.07034,0.06269,0.06661,0.07783,0.09492
Exp11,0.34094,0.26324,0.0757,0.10486,0.0909,0.07682,0.08052,0.06891,0.06057,0.07343,0.0934,0.09689
Exp12,0.33583,0.25448,0.07934,0.09786,0.09042,0.07093,0.07925,0.0628,0.07179,0.06299,0.08361,0.09669
Exp13,0.3434,0.25317,0.07594,0.10585,0.07414,0.07339,0.07834,0.07203,0.05985,0.06812,0.0916,0.09111
Exp14,0.34067,0.25162,0.07244,0.10807,0.07696,0.07276,0.07611,0.06683,0.06136,0.06819,0.09225,0.08936
Exp15,0.3375,0.26186,0.07602,0.10962,0.08513,0.07662,0.06864,0.07134,0.06162,0.06254,0.10305,0.09763
Exp16,0.32798,0.25623,0.07412,0.10563,0.08965,0.07485,0.07126,0.0672,0.06355,0.05504,0.09398,0.09934
Exp17,0.34294,0.25525,0.0818,0.10868,0.07033,0.0769,0.07929,0.07028,0.06363,0.06766,0.09193,0.08653
Exp18,0.35605,0.255,0.06683,0.09656,0.08118,0.07493,0.08486,0.07292,0.06429,0.07056,0.08956,0.09685
Exp19,0.341,0.24964,0.06852,0.10081,0.07963,0.07176,0.07875,0.0668,0.06966,0.06377,0.08824,0.09277
Exp20,0.32785,0.2547,0.08157,0.1064,0.0771,0.085,0.07613,0.07671,0.06176,0.06549,0.0896,0.07693
Exp21,0.33476,0.24909,0.06092,0.10928,0.08089,0.07972,0.07166,0.06782,0.06133,0.05459,0.08854,0.09581
Exp22,0.33489,0.25387,0.08725,0.10144,0.07561,0.07697,0.06587,0.07044,0.06148,0.06587,0.09797,0.08879
Exp23,0.33381,0.26143,0.08647,0.11289,0.08549,0.0736,0.09099,0.06756,0.05655,0.06049,0.08399,0.09296
Exp24,0.33047,0.24564,0.06975,0.09889,0.08976,0.07203,0.07457,0.06526,0.06506,0.0569,0.08493,0.08915
Exp25,0.34276,0.25059,0.07616,0.10584,0.07784,0.06734,0.07325,0.07149,0.06015,0.06624,0.08638,0.09621
Exp26,0.33099,0.24865,0.07569,0.10479,0.0791,0.07358,0.07875,0.0683,0.06237,0.05746,0.08341,0.09181
Exp27,0.33646,0.24622,0.07972,0.09876,0.07179,0.07845,0.07665,0.0696,0.06118,0.06299,0.08659,0.08532
Exp28,0.33506,0.24072,0.06956,0.09638,0.07643,0.07192,0.07331,0.06717,0.06943,0.06249,0.07689,0.09098
Exp29,0.32886,0.24572,0.06322,0.09896,0.07975,0.0698,0.08178,0.07153,0.061,0.06343,0.08684,0.09092
Exp30,0.33063,0.26593,0.07661,0.10564,0.09839,0.08282,0.06929,0.07371,0.07005,0.06539,0.09307,0.09524
