,TrainRMSE,TestRMSE,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10
Exp1,0.19601,0.21286,0.03075,0.04051,0.04687,0.05384,0.05759,0.07102,0.07313,0.08613,0.08758,0.09397
Exp2,0.10797,0.11323,0.01226,0.01861,0.02361,0.02896,0.02499,0.03521,0.03753,0.05279,0.04991,0.04876
Exp3,0.04672,0.04383,0.00609,0.01093,0.01291,0.01237,0.01487,0.01253,0.01286,0.01644,0.0156,0.01969
Exp4,0.02488,0.02557,0.00522,0.00508,0.00737,0.00616,0.00784,0.00738,0.00878,0.00839,0.01002,0.01204
Exp5,0.02853,0.02826,0.00405,0.00665,0.00632,0.00584,0.00705,0.00694,0.00975,0.00997,0.0124,0.01476
Exp6,0.02949,0.02876,0.00403,0.00423,0.00706,0.00837,0.00788,0.00833,0.01095,0.01059,0.0119,0.01296
Exp7,0.03011,0.02906,0.00367,0.00431,0.00696,0.00799,0.00812,0.00848,0.01078,0.01109,0.01224,0.01317
Exp8,0.03292,0.03162,0.00517,0.00681,0.0068,0.00762,0.00787,0.00906,0.01147,0.01266,0.01317,0.01459
Exp9,0.03198,0.03079,0.00471,0.00659,0.00645,0.00747,0.00734,0.00904,0.01095,0.01255,0.01284,0.01438
Exp10,0.03161,0.03041,0.00472,0.00553,0.00637,0.00768,0.00751,0.00905,0.01085,0.01246,0.01278,0.01406
Exp11,0.01968,0.01993,0.00315,0.00346,0.0038,0.00464,0.005,0.00599,0.00685,0.00789,0.00854,0.00981
Exp12,0.02018,0.02068,0.00259,0.00293,0.00372,0.00479,0.00524,0.00626,0.00735,0.00822,0.00918,0.01016
Exp13,0.02275,0.02282,0.00286,0.00347,0.00427,0.00543,0.00578,0.00706,0.00822,0.00917,0.01001,0.01084
Exp14,0.0158,0.01703,0.00297,0.00252,0.00276,0.00333,0.00405,0.00497,0.00576,0.00666,0.00785,0.00873
Exp15,0.0183,0.01906,0.00237,0.00252,0.00321,0.00408,0.00469,0.00575,0.0067,0.00769,0.00865,0.0095
Exp16,0.01756,0.01838,0.00224,0.00248,0.00306,0.00385,0.00452,0.00562,0.00641,0.00734,0.00832,0.0093
Exp17,0.02016,0.02062,0.00272,0.00316,0.00373,0.00459,0.00514,0.00634,0.00727,0.00825,0.00912,0.01011
Exp18,0.0251,0.02519,0.00265,0.00335,0.00409,0.00525,0.00621,0.00819,0.00922,0.01014,0.01098,0.01256
Exp19,0.01686,0.01756,0.00247,0.00271,0.0031,0.00372,0.00429,0.00529,0.00607,0.00697,0.00784,0.00884
Exp20,0.01338,0.0148,0.00162,0.00174,0.00208,0.00278,0.00316,0.00399,0.00491,0.00607,0.00706,0.00803
Exp21,0.01483,0.01602,0.00186,0.00214,0.00246,0.00313,0.00362,0.00477,0.00563,0.00658,0.00728,0.00831
Exp22,0.02384,0.02376,0.00412,0.00475,0.00531,0.00611,0.00636,0.00743,0.00829,0.00921,0.00976,0.01074
Exp23,0.01216,0.01365,0.00182,0.00194,0.00208,0.00251,0.00289,0.00372,0.0046,0.00556,0.00639,0.00733
Exp24,0.01128,0.01289,0.00178,0.00181,0.0019,0.00226,0.00262,0.0034,0.00428,0.00523,0.00611,0.00704
Exp25,0.01258,0.01396,0.00188,0.00209,0.0023,0.00275,0.00305,0.00383,0.0047,0.00562,0.00644,0.00741
Exp26,0.01909,0.0195,0.00311,0.00354,0.00395,0.0046,0.00505,0.00595,0.00674,0.0076,0.00829,0.0094
Exp27,0.01928,0.01955,0.00256,0.00296,0.00334,0.00408,0.00463,0.00577,0.00678,0.00784,0.00868,0.01008
Exp28,0.01121,0.01278,0.00172,0.0019,0.00206,0.00241,0.0027,0.00336,0.00419,0.0051,0.00599,0.00698
Exp29,0.01098,0.01255,0.00167,0.00184,0.002,0.00233,0.00261,0.00328,0.00409,0.005,0.00589,0.00692
Exp30,0.01516,0.01597,0.00245,0.0029,0.00325,0.00373,0.00404,0.00467,0.0054,0.0062,0.00694,0.00788
